fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.933949588367849,0.22294067659077244,0.3409231630031699,3.1581547170065036,0.02505786428983034,28.01877022838066,148.84943032853795,0.9907055374696485,3.282584439621089,0.3885319651608759,12.31171869801394,9
7.004358953465915,0.2463369912174877,0.3065614705145322,1.1306429079467875,0.028576675402803987,18.797762098778886,65.85382344062751,0.9909251012165132,3.441355188450692,0.6465074418117699,12.184386357732238,4
6.839887207968519,0.2864367045353122,0.5913039000938554,4.021255425288783,0.0484899961336385,65.5928519207032,231.79938271468484,0.9944340632461789,3.3497323907711833,0.8980400109278217,9.097177014078374,8
6.7199314020919845,0.21837806521707281,0.3463798147459419,6.871096394226302,0.028036307171480424,68.14801117152626,99.00094017499809,0.992750172005474,3.2000067874350884,0.4746364464980355,11.940837398463211,3
6.549529690391214,0.1762831127865234,0.20025397206978207,1.3373313276285486,0.037537768689672485,22.313122347281226,149.52742600077806,0.9925804533949988,3.1751968343838124,0.537759654033482,10.838376565484433,6
7.629759438410084,0.2993678876613703,0.18579250287388951,1.2571449356383453,0.027560839019068313,29.99859959782946,119.45343373994719,0.9893341593983894,3.189669369105277,0.4434691985393531,13.831761535207772,5
7.661974772792352,0.15607240809305545,0.41847563552498174,2.81919701280062,0.037036732733505696,20.36818815046517,134.1603292750026,0.9921470506051022,3.1456944111774896,0.7268397807992565,11.341437954569876,6
7.078464804005541,0.2340129739273948,0.2358473511481191,1.412044572672124,0.04402441150502474,25.37254533461864,128.9314379414031,0.9908050431612141,3.1003648220190225,0.5347321583956619,11.2526443714935,6
7.473386672311426,0.22723590504360355,0.4552620319464558,1.0055428006465192,0.035973139565991755,25.801619031679433,69.71336868695319,0.9898633585827554,2.980548688137652,0.3835778092198068,11.427004130980633,6
8.581136435536731,0.31331678628034126,0.4265339503978901,0.7181825864935457,0.03559104829310076,7.077973732378486,46.63932273656012,0.9921968758988868,3.090249214759913,0.8314654052393085,9.620103041678021,4
6.9012309264221745,0.28569741639575885,0.3448906593601491,10.346049921545989,0.04182763024998291,60.92721810012885,157.22221189760083,0.9936006739151617,3.3522491774944174,0.6068242084566955,9.455527284486163,8
6.885458000229817,0.29072776145566137,0.33369395574600225,3.623262714144253,0.040084184521757445,23.556565964097835,97.86962488336084,0.9897530618218356,3.283938867300868,0.5842464835934689,12.746435755121334,5
6.834104484005591,0.1597371026941707,0.2998890528869538,6.120014783151457,0.0431891823478314,56.1697681758831,159.8690057785867,0.9901463893376884,3.282551319175538,0.3992949196449245,12.328030002358197,6
